fit_model_type,model_parameter,subject,bootstrap_num,fit_value
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,16,0.07757337754170163
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,17,0.038186104649893735
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,18,0.0443608092468491
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,19,0.051322491666306966
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,20,0.07836220044494828
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,21,0.06100910459755544
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,22,0.02767424568848801
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,23,0.08154113353432177
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,24,0.03889933818391658
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,25,0.06580746077080173
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,26,0.08315133701047657
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,27,0.0728839406643364
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,28,0.08124254335516233
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,29,0.05488586394147341
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,30,0.10449788095529812
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,31,0.07673711525101491
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,32,0.06409644097962429
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,33,0.04253919002248928
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,34,0.05185451250452288
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,35,0.12355582735397115
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,36,0.12134013626747332
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,37,0.041829590101162085
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,38,0.06815952219463814
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,39,0.052429201837859436
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,40,0.027868263325071987
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,41,0.09027127228038204
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,42,0.05127280699905341
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,43,0.0595240405378332
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,44,0.08164748604053293
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,45,0.04525775825898825
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,46,0.0705795284420904
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,47,0.057845266481068115
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,48,0.06075309056849994
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,49,0.03207442322140548
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,50,0.0706177382689696
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,51,0.010792377691861364
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,52,0.034969762848262864
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,53,0.05684567249028215
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,54,0.044019157560297464
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,55,0.09063578745387876
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,56,0.020723205100236987
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,57,0.12739318015080545
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,58,0.03691717611000709
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,59,0.09657794868180572
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,60,0.022717502165528498
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,61,0.08074359765672151
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,62,0.03936226207289058
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,63,0.06891388622746844
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,64,0.09610343817133192
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,65,0.09054944877975084
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,66,0.06530112414386302
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,67,0.0231354499482636
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,68,0.08543748271900764
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,69,0.049569947264953146
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,70,0.0670032176175609
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,71,0.07482028775000282
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,72,0.0691553448718654
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,73,0.09201869564274576
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,74,0.03236439879308907
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,75,0.044672766324588574
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,76,0.01979966379586799
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,77,0.0651994130635249
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,78,0.08559001779323845
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,79,0.07549502173567622
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,80,0.030833330706978163
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,81,0.04131612845507236
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,82,0.06747582150791218
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,83,0.06283752630278737
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,84,0.06707912588179556
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,85,0.07089495487023045
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,86,0.04062487994288812
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,87,0.047207918974492384
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,88,0.05913212281689863
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,89,0.06912537428576515
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,90,0.07713969420358174
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,91,0.07072432378965507
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,92,0.06459902348949385
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,93,0.05910950874122519
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,94,0.08521529803849183
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,95,0.058495478464824814
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,96,0.047338314383960745
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,97,0.0412103756194069
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,98,0.04367022243960248
full_donut_period-full_amps-absolute,abs_mode_cardinals,all,99,0.08246613689972336
full_donut_period-full_amps-absolute,abs_mode_obliques,all,0,-0.029491943141784445
full_donut_period-full_amps-absolute,abs_mode_obliques,all,1,-0.034983998649248366
full_donut_period-full_amps-absolute,abs_mode_obliques,all,2,-0.03456925385146848
full_donut_period-full_amps-absolute,abs_mode_obliques,all,3,-0.03006093905322502
full_donut_period-full_amps-absolute,abs_mode_obliques,all,4,-0.02961463224008328
full_donut_period-full_amps-absolute,abs_mode_obliques,all,5,-0.026109600803339787
full_donut_period-full_amps-absolute,abs_mode_obliques,all,6,-0.036772096248741684
full_donut_period-full_amps-absolute,abs_mode_obliques,all,7,-0.030657499347164118
full_donut_period-full_amps-absolute,abs_mode_obliques,all,8,-0.04088985375491667
full_donut_period-full_amps-absolute,abs_mode_obliques,all,9,-0.04168133114281368
full_donut_period-full_amps-absolute,abs_mode_obliques,all,10,-0.025805491768757884
full_donut_period-full_amps-absolute,abs_mode_obliques,all,11,-0.03386136283315989
full_donut_period-full_amps-absolute,abs_mode_obliques,all,12,-0.02235247051207504
full_donut_period-full_amps-absolute,abs_mode_obliques,all,13,-0.0334349734442595
full_donut_period-full_amps-absolute,abs_mode_obliques,all,14,-0.024567649598780973
full_donut_period-full_amps-absolute,abs_mode_obliques,all,15,-0.027735657243092283
full_donut_period-full_amps-absolute,abs_mode_obliques,all,16,-0.033012631455350015
full_donut_period-full_amps-absolute,abs_mode_obliques,all,17,-0.027653111217771885
