fit_model_type,model_parameter,subject,bootstrap_num,fit_value
full_donut_period-full_amps-absolute,rel_mode_obliques,sub-wlsubj001,30,-0.07552742958068848
full_donut_period-full_amps-absolute,sf_ecc_slope,sub-wlsubj001,30,0.07713692635297775
full_donut_period-full_amps-absolute,sf_ecc_intercept,sub-wlsubj001,30,0.4022773802280426
full_donut_period-full_amps-absolute,sigma,sub-wlsubj001,55,3.178452730178833
full_donut_period-full_amps-absolute,abs_amplitude_cardinals,sub-wlsubj001,55,0.019604042172431942
full_donut_period-full_amps-absolute,abs_amplitude_obliques,sub-wlsubj001,55,-0.012070410884916779
full_donut_period-full_amps-absolute,rel_amplitude_cardinals,sub-wlsubj001,55,0.0
full_donut_period-full_amps-absolute,rel_amplitude_obliques,sub-wlsubj001,55,0.0
full_donut_period-full_amps-absolute,abs_mode_cardinals,sub-wlsubj001,55,-0.031831149011850364
full_donut_period-full_amps-absolute,abs_mode_obliques,sub-wlsubj001,55,-0.005493320990353823
full_donut_period-full_amps-absolute,rel_mode_cardinals,sub-wlsubj001,55,-0.06585942208766937
full_donut_period-full_amps-absolute,rel_mode_obliques,sub-wlsubj001,55,0.08594437688589096
full_donut_period-full_amps-absolute,sf_ecc_slope,sub-wlsubj001,55,0.05159284546971321
full_donut_period-full_amps-absolute,sf_ecc_intercept,sub-wlsubj001,55,0.4272212088108063
full_donut_period-full_amps-absolute,sigma,sub-wlsubj001,39,3.2464199066162114
full_donut_period-full_amps-absolute,abs_amplitude_cardinals,sub-wlsubj001,39,0.023057371377944943
full_donut_period-full_amps-absolute,abs_amplitude_obliques,sub-wlsubj001,39,-0.009484557434916495
full_donut_period-full_amps-absolute,rel_amplitude_cardinals,sub-wlsubj001,39,0.0
full_donut_period-full_amps-absolute,rel_amplitude_obliques,sub-wlsubj001,39,0.0
full_donut_period-full_amps-absolute,abs_mode_cardinals,sub-wlsubj001,39,-0.008784111589193344
full_donut_period-full_amps-absolute,abs_mode_obliques,sub-wlsubj001,39,-0.04547475278377533
full_donut_period-full_amps-absolute,rel_mode_cardinals,sub-wlsubj001,39,0.05592264607548714
full_donut_period-full_amps-absolute,rel_mode_obliques,sub-wlsubj001,39,-0.05620357394218445
full_donut_period-full_amps-absolute,sf_ecc_slope,sub-wlsubj001,39,0.032994918525218964
full_donut_period-full_amps-absolute,sf_ecc_intercept,sub-wlsubj001,39,0.4987785220146179
full_donut_period-full_amps-absolute,sigma,sub-wlsubj001,49,2.8458409309387207
full_donut_period-full_amps-absolute,abs_amplitude_cardinals,sub-wlsubj001,49,0.01969229988753796
full_donut_period-full_amps-absolute,abs_amplitude_obliques,sub-wlsubj001,49,-0.01308594271540642
full_donut_period-full_amps-absolute,rel_amplitude_cardinals,sub-wlsubj001,49,0.0
full_donut_period-full_amps-absolute,rel_amplitude_obliques,sub-wlsubj001,49,0.0
full_donut_period-full_amps-absolute,abs_mode_cardinals,sub-wlsubj001,49,-0.013188431039452551
full_donut_period-full_amps-absolute,abs_mode_obliques,sub-wlsubj001,49,0.0018109731609001762
full_donut_period-full_amps-absolute,rel_mode_cardinals,sub-wlsubj001,49,-0.04298587515950203
full_donut_period-full_amps-absolute,rel_mode_obliques,sub-wlsubj001,49,0.059419944882392876
full_donut_period-full_amps-absolute,sf_ecc_slope,sub-wlsubj001,49,0.08156036585569383
full_donut_period-full_amps-absolute,sf_ecc_intercept,sub-wlsubj001,49,0.3427477180957794
full_donut_period-full_amps-absolute,sigma,sub-wlsubj001,33,2.774914026260376
full_donut_period-full_amps-absolute,abs_amplitude_cardinals,sub-wlsubj001,33,0.02465344220399857
full_donut_period-full_amps-absolute,abs_amplitude_obliques,sub-wlsubj001,33,-0.01086343452334404
full_donut_period-full_amps-absolute,rel_amplitude_cardinals,sub-wlsubj001,33,0.0
full_donut_period-full_amps-absolute,rel_amplitude_obliques,sub-wlsubj001,33,0.0
full_donut_period-full_amps-absolute,abs_mode_cardinals,sub-wlsubj001,33,-0.035040274262428284
full_donut_period-full_amps-absolute,abs_mode_obliques,sub-wlsubj001,33,0.002794187981635332
full_donut_period-full_amps-absolute,rel_mode_cardinals,sub-wlsubj001,33,-0.08828508108854294
full_donut_period-full_amps-absolute,rel_mode_obliques,sub-wlsubj001,33,0.09964963793754578
full_donut_period-full_amps-absolute,sf_ecc_slope,sub-wlsubj001,33,0.07930728793144226
full_donut_period-full_amps-absolute,sf_ecc_intercept,sub-wlsubj001,33,0.3697004020214081
full_donut_period-full_amps-absolute,sigma,sub-wlsubj001,50,3.4265842437744136
full_donut_period-full_amps-absolute,abs_amplitude_cardinals,sub-wlsubj001,50,0.02429185807704925
full_donut_period-full_amps-absolute,abs_amplitude_obliques,sub-wlsubj001,50,-0.013982278294861315
full_donut_period-full_amps-absolute,rel_amplitude_cardinals,sub-wlsubj001,50,0.0
full_donut_period-full_amps-absolute,rel_amplitude_obliques,sub-wlsubj001,50,0.0
full_donut_period-full_amps-absolute,abs_mode_cardinals,sub-wlsubj001,50,-0.0633593201637268
full_donut_period-full_amps-absolute,abs_mode_obliques,sub-wlsubj001,50,-0.017988692969083786
full_donut_period-full_amps-absolute,rel_mode_cardinals,sub-wlsubj001,50,0.03423012420535088
full_donut_period-full_amps-absolute,rel_mode_obliques,sub-wlsubj001,50,-0.00022946420358493927
full_donut_period-full_amps-absolute,sf_ecc_slope,sub-wlsubj001,50,-0.0030382364057004447
full_donut_period-full_amps-absolute,sf_ecc_intercept,sub-wlsubj001,50,0.7189294099807739
full_donut_period-full_amps-absolute,sigma,sub-wlsubj001,82,2.7898778915405287
full_donut_period-full_amps-absolute,abs_amplitude_cardinals,sub-wlsubj001,82,0.016329271718859673
full_donut_period-full_amps-absolute,abs_amplitude_obliques,sub-wlsubj001,82,-0.00924187432974577
full_donut_period-full_amps-absolute,rel_amplitude_cardinals,sub-wlsubj001,82,0.0
full_donut_period-full_amps-absolute,rel_amplitude_obliques,sub-wlsubj001,82,0.0
full_donut_period-full_amps-absolute,abs_mode_cardinals,sub-wlsubj001,82,-0.016301782801747322
full_donut_period-full_amps-absolute,abs_mode_obliques,sub-wlsubj001,82,-0.013487212359905243
full_donut_period-full_amps-absolute,rel_mode_cardinals,sub-wlsubj001,82,-0.029303235933184624
full_donut_period-full_amps-absolute,rel_mode_obliques,sub-wlsubj001,82,0.02496541664004326
full_donut_period-full_amps-absolute,sf_ecc_slope,sub-wlsubj001,82,0.0808768942952156
full_donut_period-full_amps-absolute,sf_ecc_intercept,sub-wlsubj001,82,0.3779178261756897
full_donut_period-full_amps-absolute,sigma,sub-wlsubj001,61,2.8850038051605225
full_donut_period-full_amps-absolute,abs_amplitude_cardinals,sub-wlsubj001,61,0.00040753261419013137
full_donut_period-full_amps-absolute,abs_amplitude_obliques,sub-wlsubj001,61,-0.02128011733293533
full_donut_period-full_amps-absolute,rel_amplitude_cardinals,sub-wlsubj001,61,0.0
full_donut_period-full_amps-absolute,rel_amplitude_obliques,sub-wlsubj001,61,0.0
full_donut_period-full_amps-absolute,abs_mode_cardinals,sub-wlsubj001,61,-0.030407868325710293
full_donut_period-full_amps-absolute,abs_mode_obliques,sub-wlsubj001,61,0.0011053354246541858
full_donut_period-full_amps-absolute,rel_mode_cardinals,sub-wlsubj001,61,-0.05796302109956741
full_donut_period-full_amps-absolute,rel_mode_obliques,sub-wlsubj001,61,0.02757031284272671
full_donut_period-full_amps-absolute,sf_ecc_slope,sub-wlsubj001,61,0.062350392341613776
full_donut_period-full_amps-absolute,sf_ecc_intercept,sub-wlsubj001,61,0.3958040773868561
full_donut_period-full_amps-absolute,sigma,sub-wlsubj001,76,2.876512050628662
full_donut_period-full_amps-absolute,abs_amplitude_cardinals,sub-wlsubj001,76,0.006144468672573566
full_donut_period-full_amps-absolute,abs_amplitude_obliques,sub-wlsubj001,76,-0.01161889173090458
full_donut_period-full_amps-absolute,rel_amplitude_cardinals,sub-wlsubj001,76,0.0
full_donut_period-full_amps-absolute,rel_amplitude_obliques,sub-wlsubj001,76,0.0
full_donut_period-full_amps-absolute,abs_mode_cardinals,sub-wlsubj001,76,-0.009043744765222073
full_donut_period-full_amps-absolute,abs_mode_obliques,sub-wlsubj001,76,-0.017002813518047333
full_donut_period-full_amps-absolute,rel_mode_cardinals,sub-wlsubj001,76,-0.02760479599237442
full_donut_period-full_amps-absolute,rel_mode_obliques,sub-wlsubj001,76,0.025294197723269463
full_donut_period-full_amps-absolute,sf_ecc_slope,sub-wlsubj001,76,0.0700385719537735
full_donut_period-full_amps-absolute,sf_ecc_intercept,sub-wlsubj001,76,0.3880192339420319
full_donut_period-full_amps-absolute,sigma,sub-wlsubj001,10,3.1398165225982666
full_donut_period-full_amps-absolute,abs_amplitude_cardinals,sub-wlsubj001,10,0.003927018493413925
full_donut_period-full_amps-absolute,abs_amplitude_obliques,sub-wlsubj001,10,-0.009211239404976368
full_donut_period-full_amps-absolute,rel_amplitude_cardinals,sub-wlsubj001,10,0.0
full_donut_period-full_amps-absolute,rel_amplitude_obliques,sub-wlsubj001,10,0.0
full_donut_period-full_amps-absolute,abs_mode_cardinals,sub-wlsubj001,10,-0.03760204464197159
full_donut_period-full_amps-absolute,abs_mode_obliques,sub-wlsubj001,10,-0.04075617715716362
full_donut_period-full_amps-absolute,rel_mode_cardinals,sub-wlsubj001,10,-0.04381811991333962
full_donut_period-full_amps-absolute,rel_mode_obliques,sub-wlsubj001,10,-0.031527720391750336
full_donut_period-full_amps-absolute,sf_ecc_slope,sub-wlsubj001,10,0.05336685851216316
full_donut_period-full_amps-absolute,sf_ecc_intercept,sub-wlsubj001,10,0.4775213599205017
full_donut_period-full_amps-absolute,sigma,sub-wlsubj001,2,2.951852560043335
full_donut_period-full_amps-absolute,abs_amplitude_cardinals,sub-wlsubj001,2,-0.003899840405210853
full_donut_period-full_amps-absolute,abs_amplitude_obliques,sub-wlsubj001,2,-0.021481391042470932
full_donut_period-full_amps-absolute,rel_amplitude_cardinals,sub-wlsubj001,2,0.0
full_donut_period-full_amps-absolute,rel_amplitude_obliques,sub-wlsubj001,2,0.0
full_donut_period-full_amps-absolute,abs_mode_cardinals,sub-wlsubj001,2,-0.0022184005938470364
full_donut_period-full_amps-absolute,abs_mode_obliques,sub-wlsubj001,2,-0.003871615510433912
full_donut_period-full_amps-absolute,rel_mode_cardinals,sub-wlsubj001,2,0.08218975365161896
full_donut_period-full_amps-absolute,rel_mode_obliques,sub-wlsubj001,2,-0.01073440071195364
full_donut_period-full_amps-absolute,sf_ecc_slope,sub-wlsubj001,2,0.05183949321508408
full_donut_period-full_amps-absolute,sf_ecc_intercept,sub-wlsubj001,2,0.4480356872081757
full_donut_period-full_amps-absolute,sigma,sub-wlsubj001,31,3.010525941848755
full_donut_period-full_amps-absolute,abs_amplitude_cardinals,sub-wlsubj001,31,0.005517419893294573
full_donut_period-full_amps-absolute,abs_amplitude_obliques,sub-wlsubj001,31,-0.009132012724876406
full_donut_period-full_amps-absolute,rel_amplitude_cardinals,sub-wlsubj001,31,0.0
full_donut_period-full_amps-absolute,rel_amplitude_obliques,sub-wlsubj001,31,0.0
full_donut_period-full_amps-absolute,abs_mode_cardinals,sub-wlsubj001,31,0.016009528189897537
full_donut_period-full_amps-absolute,abs_mode_obliques,sub-wlsubj001,31,-0.041426848620176315
full_donut_period-full_amps-absolute,rel_mode_cardinals,sub-wlsubj001,31,0.063520148396492
full_donut_period-full_amps-absolute,rel_mode_obliques,sub-wlsubj001,31,-0.02487368695437908
full_donut_period-full_amps-absolute,sf_ecc_slope,sub-wlsubj001,31,0.0626710057258606
full_donut_period-full_amps-absolute,sf_ecc_intercept,sub-wlsubj001,31,0.4602640569210053
full_donut_period-full_amps-absolute,sigma,sub-wlsubj001,4,3.156566619873047
full_donut_period-full_amps-absolute,abs_amplitude_cardinals,sub-wlsubj001,4,0.019389268010854718
full_donut_period-full_amps-absolute,abs_amplitude_obliques,sub-wlsubj001,4,-0.014193227514624597
full_donut_period-full_amps-absolute,rel_amplitude_cardinals,sub-wlsubj001,4,0.0
full_donut_period-full_amps-absolute,rel_amplitude_obliques,sub-wlsubj001,4,0.0
full_donut_period-full_amps-absolute,abs_mode_cardinals,sub-wlsubj001,4,-0.01154280174523592
full_donut_period-full_amps-absolute,abs_mode_obliques,sub-wlsubj001,4,-0.05416940525174141
full_donut_period-full_amps-absolute,rel_mode_cardinals,sub-wlsubj001,4,0.00015271583106368783
full_donut_period-full_amps-absolute,rel_mode_obliques,sub-wlsubj001,4,-0.029200622811913487
full_donut_period-full_amps-absolute,sf_ecc_slope,sub-wlsubj001,4,0.055114321410655975
full_donut_period-full_amps-absolute,sf_ecc_intercept,sub-wlsubj001,4,0.4162265062332153
full_donut_period-full_amps-absolute,sigma,sub-wlsubj001,89,3.0423130989074707
full_donut_period-full_amps-absolute,abs_amplitude_cardinals,sub-wlsubj001,89,0.024069974198937416
full_donut_period-full_amps-absolute,abs_amplitude_obliques,sub-wlsubj001,89,-0.010063259862363337
full_donut_period-full_amps-absolute,rel_amplitude_cardinals,sub-wlsubj001,89,0.0
full_donut_period-full_amps-absolute,rel_amplitude_obliques,sub-wlsubj001,89,0.0
full_donut_period-full_amps-absolute,abs_mode_cardinals,sub-wlsubj001,89,-0.023178635165095333
full_donut_period-full_amps-absolute,abs_mode_obliques,sub-wlsubj001,89,-0.02352486178278923
full_donut_period-full_amps-absolute,rel_mode_cardinals,sub-wlsubj001,89,0.015215957537293434
full_donut_period-full_amps-absolute,rel_mode_obliques,sub-wlsubj001,89,0.011554524302482605
full_donut_period-full_amps-absolute,sf_ecc_slope,sub-wlsubj001,89,0.06519303470849991
full_donut_period-full_amps-absolute,sf_ecc_intercept,sub-wlsubj001,89,0.4259404540061951
full_donut_period-full_amps-absolute,sigma,sub-wlsubj001,87,2.823343515396118
full_donut_period-full_amps-absolute,abs_amplitude_cardinals,sub-wlsubj001,87,0.01945683918893337
full_donut_period-full_amps-absolute,abs_amplitude_obliques,sub-wlsubj001,87,-0.00971241295337677
full_donut_period-full_amps-absolute,rel_amplitude_cardinals,sub-wlsubj001,87,0.0
full_donut_period-full_amps-absolute,rel_amplitude_obliques,sub-wlsubj001,87,0.0
full_donut_period-full_amps-absolute,abs_mode_cardinals,sub-wlsubj001,87,0.02847293578088284
full_donut_period-full_amps-absolute,abs_mode_obliques,sub-wlsubj001,87,-0.039589721709489815
full_donut_period-full_amps-absolute,rel_mode_cardinals,sub-wlsubj001,87,0.08843500912189484
full_donut_period-full_amps-absolute,rel_mode_obliques,sub-wlsubj001,87,-0.06518390774726868
full_donut_period-full_amps-absolute,sf_ecc_slope,sub-wlsubj001,87,0.07917160540819168
full_donut_period-full_amps-absolute,sf_ecc_intercept,sub-wlsubj001,87,0.4017443060874939
full_donut_period-full_amps-absolute,sigma,sub-wlsubj001,93,2.7816405296325684
full_donut_period-full_amps-absolute,abs_amplitude_cardinals,sub-wlsubj001,93,0.020442934706807137
full_donut_period-full_amps-absolute,abs_amplitude_obliques,sub-wlsubj001,93,-0.009422491304576395
full_donut_period-full_amps-absolute,rel_amplitude_cardinals,sub-wlsubj001,93,0.0
full_donut_period-full_amps-absolute,rel_amplitude_obliques,sub-wlsubj001,93,0.0
full_donut_period-full_amps-absolute,abs_mode_cardinals,sub-wlsubj001,93,0.017121098935604095
full_donut_period-full_amps-absolute,abs_mode_obliques,sub-wlsubj001,93,-0.015026822686195375
full_donut_period-full_amps-absolute,rel_mode_cardinals,sub-wlsubj001,93,0.013497260399162771
full_donut_period-full_amps-absolute,rel_mode_obliques,sub-wlsubj001,93,0.04995642602443695
full_donut_period-full_amps-absolute,sf_ecc_slope,sub-wlsubj001,93,0.09716930240392684
full_donut_period-full_amps-absolute,sf_ecc_intercept,sub-wlsubj001,93,0.32239049673080444
full_donut_period-full_amps-absolute,sigma,sub-wlsubj001,54,3.077463865280152
full_donut_period-full_amps-absolute,abs_amplitude_cardinals,sub-wlsubj001,54,0.01511379424482584
full_donut_period-full_amps-absolute,abs_amplitude_obliques,sub-wlsubj001,54,-0.0170673169195652
full_donut_period-full_amps-absolute,rel_amplitude_cardinals,sub-wlsubj001,54,0.0
full_donut_period-full_amps-absolute,rel_amplitude_obliques,sub-wlsubj001,54,0.0
full_donut_period-full_amps-absolute,abs_mode_cardinals,sub-wlsubj001,54,-0.03663714975118637
full_donut_period-full_amps-absolute,abs_mode_obliques,sub-wlsubj001,54,0.008082117885351181
full_donut_period-full_amps-absolute,rel_mode_cardinals,sub-wlsubj001,54,-0.10638062655925752
full_donut_period-full_amps-absolute,rel_mode_obliques,sub-wlsubj001,54,0.07921412587165833
full_donut_period-full_amps-absolute,sf_ecc_slope,sub-wlsubj001,54,0.06235658377408981
full_donut_period-full_amps-absolute,sf_ecc_intercept,sub-wlsubj001,54,0.34402501583099365
full_donut_period-full_amps-absolute,sigma,sub-wlsubj001,23,2.8789291381835938
full_donut_period-full_amps-absolute,abs_amplitude_cardinals,sub-wlsubj001,23,-0.0033712238073349
full_donut_period-full_amps-absolute,abs_amplitude_obliques,sub-wlsubj001,23,-0.010021538473665714
full_donut_period-full_amps-absolute,rel_amplitude_cardinals,sub-wlsubj001,23,0.0
full_donut_period-full_amps-absolute,rel_amplitude_obliques,sub-wlsubj001,23,0.0
full_donut_period-full_amps-absolute,abs_mode_cardinals,sub-wlsubj001,23,-0.024052727967500687
full_donut_period-full_amps-absolute,abs_mode_obliques,sub-wlsubj001,23,-0.013446427881717682
full_donut_period-full_amps-absolute,rel_mode_cardinals,sub-wlsubj001,23,0.03660289198160172
full_donut_period-full_amps-absolute,rel_mode_obliques,sub-wlsubj001,23,-0.01842463761568069
full_donut_period-full_amps-absolute,sf_ecc_slope,sub-wlsubj001,23,0.06321946531534195
full_donut_period-full_amps-absolute,sf_ecc_intercept,sub-wlsubj001,23,0.4285885989665985
full_donut_period-full_amps-absolute,sigma,sub-wlsubj001,41,3.288468837738037
full_donut_period-full_amps-absolute,abs_amplitude_cardinals,sub-wlsubj001,41,0.019842887297272682
full_donut_period-full_amps-absolute,abs_amplitude_obliques,sub-wlsubj001,41,-0.013821545988321304
full_donut_period-full_amps-absolute,rel_amplitude_cardinals,sub-wlsubj001,41,0.0
full_donut_period-full_amps-absolute,rel_amplitude_obliques,sub-wlsubj001,41,0.0
full_donut_period-full_amps-absolute,abs_mode_cardinals,sub-wlsubj001,41,-0.04890419170260429
full_donut_period-full_amps-absolute,abs_mode_obliques,sub-wlsubj001,41,-0.01753595843911171
full_donut_period-full_amps-absolute,rel_mode_cardinals,sub-wlsubj001,41,-0.04090467095375061
full_donut_period-full_amps-absolute,rel_mode_obliques,sub-wlsubj001,41,0.01570778898894787
full_donut_period-full_amps-absolute,sf_ecc_slope,sub-wlsubj001,41,0.019428346306085587
full_donut_period-full_amps-absolute,sf_ecc_intercept,sub-wlsubj001,41,0.5477630496025085
full_donut_period-full_amps-absolute,sigma,sub-wlsubj001,74,2.8968238830566406
full_donut_period-full_amps-absolute,abs_amplitude_cardinals,sub-wlsubj001,74,0.01992258056998253
full_donut_period-full_amps-absolute,abs_amplitude_obliques,sub-wlsubj001,74,-0.013135290704667568
full_donut_period-full_amps-absolute,rel_amplitude_cardinals,sub-wlsubj001,74,0.0
full_donut_period-full_amps-absolute,rel_amplitude_obliques,sub-wlsubj001,74,0.0
full_donut_period-full_amps-absolute,abs_mode_cardinals,sub-wlsubj001,74,-0.006495013367384672
full_donut_period-full_amps-absolute,abs_mode_obliques,sub-wlsubj001,74,-0.01372364256531
full_donut_period-full_amps-absolute,rel_mode_cardinals,sub-wlsubj001,74,-0.05632948875427246
full_donut_period-full_amps-absolute,rel_mode_obliques,sub-wlsubj001,74,0.0920257642865181
full_donut_period-full_amps-absolute,sf_ecc_slope,sub-wlsubj001,74,0.07839920371770859
full_donut_period-full_amps-absolute,sf_ecc_intercept,sub-wlsubj001,74,0.38873636722564703
full_donut_period-full_amps-absolute,sigma,sub-wlsubj001,25,3.011870145797728
full_donut_period-full_amps-absolute,abs_amplitude_cardinals,sub-wlsubj001,25,0.014320965856313704
full_donut_period-full_amps-absolute,abs_amplitude_obliques,sub-wlsubj001,25,-0.014952749013900757
full_donut_period-full_amps-absolute,rel_amplitude_cardinals,sub-wlsubj001,25,0.0
full_donut_period-full_amps-absolute,rel_amplitude_obliques,sub-wlsubj001,25,0.0
full_donut_period-full_amps-absolute,abs_mode_cardinals,sub-wlsubj001,25,-0.004178225062787533
full_donut_period-full_amps-absolute,abs_mode_obliques,sub-wlsubj001,25,-0.028969347476959232
full_donut_period-full_amps-absolute,rel_mode_cardinals,sub-wlsubj001,25,-0.01852020621299744
full_donut_period-full_amps-absolute,rel_mode_obliques,sub-wlsubj001,25,0.02598128654062748
full_donut_period-full_amps-absolute,sf_ecc_slope,sub-wlsubj001,25,0.06267718970775604
full_donut_period-full_amps-absolute,sf_ecc_intercept,sub-wlsubj001,25,0.4545143842697144
full_donut_period-full_amps-absolute,sigma,sub-wlsubj001,29,3.1056549549102783
full_donut_period-full_amps-absolute,abs_amplitude_cardinals,sub-wlsubj001,29,0.02508104406297207
full_donut_period-full_amps-absolute,abs_amplitude_obliques,sub-wlsubj001,29,-0.0141169847920537
full_donut_period-full_amps-absolute,rel_amplitude_cardinals,sub-wlsubj001,29,0.0
full_donut_period-full_amps-absolute,rel_amplitude_obliques,sub-wlsubj001,29,0.0
full_donut_period-full_amps-absolute,abs_mode_cardinals,sub-wlsubj001,29,-0.009595854207873344
full_donut_period-full_amps-absolute,abs_mode_obliques,sub-wlsubj001,29,-0.027995869517326355
full_donut_period-full_amps-absolute,rel_mode_cardinals,sub-wlsubj001,29,0.06637532263994217
full_donut_period-full_amps-absolute,rel_mode_obliques,sub-wlsubj001,29,-0.035556633025407784
full_donut_period-full_amps-absolute,sf_ecc_slope,sub-wlsubj001,29,0.04946538805961609
full_donut_period-full_amps-absolute,sf_ecc_intercept,sub-wlsubj001,29,0.4699012637138367
full_donut_period-full_amps-absolute,sigma,sub-wlsubj001,16,2.834862470626831
full_donut_period-full_amps-absolute,abs_amplitude_cardinals,sub-wlsubj001,16,0.009845379739999771
full_donut_period-full_amps-absolute,abs_amplitude_obliques,sub-wlsubj001,16,-0.014046641997992992
full_donut_period-full_amps-absolute,rel_amplitude_cardinals,sub-wlsubj001,16,0.0
full_donut_period-full_amps-absolute,rel_amplitude_obliques,sub-wlsubj001,16,0.0
full_donut_period-full_amps-absolute,abs_mode_cardinals,sub-wlsubj001,16,-0.004034728277474642
full_donut_period-full_amps-absolute,abs_mode_obliques,sub-wlsubj001,16,-0.015182810835540296
full_donut_period-full_amps-absolute,rel_mode_cardinals,sub-wlsubj001,16,-0.04668186604976654
full_donut_period-full_amps-absolute,rel_mode_obliques,sub-wlsubj001,16,0.03188569843769073
full_donut_period-full_amps-absolute,sf_ecc_slope,sub-wlsubj001,16,0.08106209337711334
full_donut_period-full_amps-absolute,sf_ecc_intercept,sub-wlsubj001,16,0.34963011741638184
full_donut_period-full_amps-absolute,sigma,sub-wlsubj001,13,3.0167236328125
full_donut_period-full_amps-absolute,abs_amplitude_cardinals,sub-wlsubj001,13,0.015261695720255375
full_donut_period-full_amps-absolute,abs_amplitude_obliques,sub-wlsubj001,13,-0.015551145188510418
full_donut_period-full_amps-absolute,rel_amplitude_cardinals,sub-wlsubj001,13,0.0
full_donut_period-full_amps-absolute,rel_amplitude_obliques,sub-wlsubj001,13,0.0
full_donut_period-full_amps-absolute,abs_mode_cardinals,sub-wlsubj001,13,-0.026070253923535347
full_donut_period-full_amps-absolute,abs_mode_obliques,sub-wlsubj001,13,-0.0074955010786652565
full_donut_period-full_amps-absolute,rel_mode_cardinals,sub-wlsubj001,13,0.0027598857413977385
full_donut_period-full_amps-absolute,rel_mode_obliques,sub-wlsubj001,13,-0.0375855416059494
full_donut_period-full_amps-absolute,sf_ecc_slope,sub-wlsubj001,13,0.046278398483991616
full_donut_period-full_amps-absolute,sf_ecc_intercept,sub-wlsubj001,13,0.4142880439758301
full_donut_period-full_amps-absolute,sigma,sub-wlsubj001,11,3.253781795501709
full_donut_period-full_amps-absolute,abs_amplitude_cardinals,sub-wlsubj001,11,0.009783443063497543
full_donut_period-full_amps-absolute,abs_amplitude_obliques,sub-wlsubj001,11,-0.013387075625360012
full_donut_period-full_amps-absolute,rel_amplitude_cardinals,sub-wlsubj001,11,0.0
full_donut_period-full_amps-absolute,rel_amplitude_obliques,sub-wlsubj001,11,0.0
full_donut_period-full_amps-absolute,abs_mode_cardinals,sub-wlsubj001,11,-0.05870001018047333
full_donut_period-full_amps-absolute,abs_mode_obliques,sub-wlsubj001,11,-0.016122275963425636
full_donut_period-full_amps-absolute,rel_mode_cardinals,sub-wlsubj001,11,-0.11181054264307022
full_donut_period-full_amps-absolute,rel_mode_obliques,sub-wlsubj001,11,0.025286933407187462
full_donut_period-full_amps-absolute,sf_ecc_slope,sub-wlsubj001,11,0.02983133308589458
full_donut_period-full_amps-absolute,sf_ecc_intercept,sub-wlsubj001,11,0.493137538433075
full_donut_period-full_amps-absolute,sigma,sub-wlsubj001,42,3.0118885040283203
full_donut_period-full_amps-absolute,abs_amplitude_cardinals,sub-wlsubj001,42,0.01995077356696129
full_donut_period-full_amps-absolute,abs_amplitude_obliques,sub-wlsubj001,42,-0.00831221416592598
full_donut_period-full_amps-absolute,rel_amplitude_cardinals,sub-wlsubj001,42,0.0
full_donut_period-full_amps-absolute,rel_amplitude_obliques,sub-wlsubj001,42,0.0
full_donut_period-full_amps-absolute,abs_mode_cardinals,sub-wlsubj001,42,0.01031995378434658
full_donut_period-full_amps-absolute,abs_mode_obliques,sub-wlsubj001,42,-0.03622324392199516
full_donut_period-full_amps-absolute,rel_mode_cardinals,sub-wlsubj001,42,0.014809269458055496
full_donut_period-full_amps-absolute,rel_mode_obliques,sub-wlsubj001,42,0.030909406021237373
full_donut_period-full_amps-absolute,sf_ecc_slope,sub-wlsubj001,42,0.075503870844841
full_donut_period-full_amps-absolute,sf_ecc_intercept,sub-wlsubj001,42,0.4135287702083588
full_donut_period-full_amps-absolute,sigma,sub-wlsubj001,65,3.434386968612672
full_donut_period-full_amps-absolute,abs_amplitude_cardinals,sub-wlsubj001,65,0.02335377223789692
full_donut_period-full_amps-absolute,abs_amplitude_obliques,sub-wlsubj001,65,-0.012617689557373524
full_donut_period-full_amps-absolute,rel_amplitude_cardinals,sub-wlsubj001,65,0.0
full_donut_period-full_amps-absolute,rel_amplitude_obliques,sub-wlsubj001,65,0.0
full_donut_period-full_amps-absolute,abs_mode_cardinals,sub-wlsubj001,65,-0.045511618256568916
full_donut_period-full_amps-absolute,abs_mode_obliques,sub-wlsubj001,65,-0.02163367718458176
full_donut_period-full_amps-absolute,rel_mode_cardinals,sub-wlsubj001,65,-0.005622535943984985
full_donut_period-full_amps-absolute,rel_mode_obliques,sub-wlsubj001,65,-0.0013724237214773893
full_donut_period-full_amps-absolute,sf_ecc_slope,sub-wlsubj001,65,0.012632673606276512
full_donut_period-full_amps-absolute,sf_ecc_intercept,sub-wlsubj001,65,0.5962060689926147
full_donut_period-full_amps-absolute,sigma,sub-wlsubj001,7,3.0271396636962886
full_donut_period-full_amps-absolute,abs_amplitude_cardinals,sub-wlsubj001,7,0.02157924324274063
full_donut_period-full_amps-absolute,abs_amplitude_obliques,sub-wlsubj001,7,-0.009212624281644821
full_donut_period-full_amps-absolute,rel_amplitude_cardinals,sub-wlsubj001,7,0.0
full_donut_period-full_amps-absolute,rel_amplitude_obliques,sub-wlsubj001,7,0.0
full_donut_period-full_amps-absolute,abs_mode_cardinals,sub-wlsubj001,7,-0.027135951444506645
full_donut_period-full_amps-absolute,abs_mode_obliques,sub-wlsubj001,7,-0.017719488590955734
